100	0.15	0
200	0.15	0.15
300	0.2	0.15
400	0.2	0.2
500	0.2	0.15
600	0.2	0.15
700	0.25	0.1
800	0.3	0.1
900	0.3	0.15
1000	0.25	0.15
1100	0.3	0.15
1200	0.3	0.1
1300	0.3	0.1
1400	0.3	0.1
1500	0.35	0.05
1600	0.35	0.05
1700	0.4	0.1
1800	0.4	0.05
1900	0.4	0
2000	0.4	0
2100	0.4	0
2200	0.35	0
2300	0.35	0
2400	0.35	0
2500	0.35	0.05
2600	0.35	0.1
2700	0.35	0.05
2800	0.35	0
2900	0.4	0
3000	0.4	0
3100	0.45	0
3200	0.5	0.05
3300	0.55	0.1
3400	0.5	0.1
3500	0.5	0.1
3600	0.5	0.1
3700	0.5	0.1
3800	0.5	0.1
3900	0.5	0.15
4000	0.5	0.1
4100	0.5	0.05
4200	0.55	0.05
4300	0.55	0.05
4400	0.55	0.1
4500	0.55	0.1
4600	0.55	0.1
4700	0.55	0.1
4800	0.55	0.1
4900	0.55	0.1
5000	0.65	0.1
5100	0.6	0.1
5200	0.6	0.1
5300	0.65	0.1
5400	0.65	0.1
5500	0.65	0.05
5600	0.65	0.1
5700	0.7	0
5800	0.65	0
5900	0.65	0
6000	0.65	0
6100	0.65	0.05
6200	0.65	0.05
6300	0.65	0
6400	0.65	0
6500	0.65	0
6600	0.65	0
6700	0.65	0
6800	0.65	0
6900	0.65	0
7000	0.65	0
7100	0.65	0.05
7200	0.65	0.1
7300	0.65	0.05
7400	0.65	0
7500	0.65	0
7600	0.65	0
7700	0.7	0.05
7800	0.65	0
7900	0.6	0.05
8000	0.6	0
8100	0.6	0.1
8200	0.6	0.1
8300	0.6	0.1
8400	0.6	0.1
8500	0.55	0.1
8600	0.55	0.15
8700	0.55	0.15
8800	0.55	0.15
8900	0.55	0.15
9000	0.55	0.15
9100	0.55	0.15
9200	0.55	0.15
9300	0.55	0.15
9400	0.55	0.15
9500	0.55	0.15
9600	0.6	0.15
9700	0.6	0.2
9800	0.6	0.2
9900	0.65	0.25
10000	0.6	0.25
10100	0.6	0.25
10200	0.6	0.25
10300	0.6	0.25
10400	0.6	0.3
10500	0.6	0.3
10600	0.6	0.3
10700	0.55	0.3
10800	0.55	0.3
10900	0.55	0.3
11000	0.55	0.3
11100	0.55	0.25
11200	0.55	0.25
11300	0.55	0.25
11400	0.55	0.25
11500	0.55	0.25
11600	0.55	0.25
11700	0.55	0.25
11800	0.55	0.25
11900	0.55	0.25
12000	0.55	0.25
12100	0.55	0.25
12200	0.55	0.25
12300	0.55	0.25
12400	0.55	0.25
12500	0.55	0.25
12600	0.55	0.25
12700	0.55	0.25
12800	0.55	0.25
12900	0.55	0.25
13000	0.55	0.25
13100	0.55	0.25
13200	0.55	0.25
13300	0.55	0.25
13400	0.55	0.25
13500	0.55	0.25
13600	0.55	0.3
13700	0.5	0.3
13800	0.5	0.25
13900	0.5	0.25
14000	0.5	0.25
14100	0.55	0.25
14200	0.5	0.3
14300	0.5	0.3
14400	0.5	0.3
14500	0.5	0.4
14600	0.5	0.4
14700	0.5	0.35
14800	0.5	0.3
14900	0.5	0.25
15000	0.5	0.3
15100	0.5	0.3
15200	0.5	0.3
15300	0.5	0.3
15400	0.5	0.3
15500	0.5	0.3
15600	0.5	0.3
15700	0.45	0.3
15800	0.45	0.35
15900	0.45	0.35
16000	0.45	0.3
16100	0.45	0.35
16200	0.45	0.35
16300	0.45	0.35
16400	0.45	0.3
16500	0.45	0.35
16600	0.45	0.4
16700	0.45	0.35
16800	0.45	0.4
16900	0.45	0.4
17000	0.45	0.4
17100	0.45	0.4
17200	0.45	0.4
17300	0.5	0.4
17400	0.5	0.4
17500	0.5	0.4
17600	0.5	0.4
17700	0.5	0.4
17800	0.55	0.35
17900	0.55	0.4
18000	0.6	0.4
18100	0.6	0.4
18200	0.6	0.35
18300	0.6	0.35
18400	0.6	0.35
18500	0.6	0.35
18600	0.6	0.35
18700	0.6	0.35
18800	0.6	0.35
18900	0.6	0.35
19000	0.6	0.35
19100	0.6	0.35
19200	0.6	0.35
19300	0.6	0.35
19400	0.6	0.35
19500	0.6	0.3
19600	0.6	0.35
19700	0.6	0.3
19800	0.6	0.25
19900	0.65	0.3
20000	0.65	0.3
20100	0.65	0.25
20200	0.65	0.25
20300	0.7	0.25
20400	0.7	0.25
20500	0.7	0.3
20600	0.7	0.3
20700	0.7	0.3
20800	0.65	0.25
20900	0.65	0.25
21000	0.65	0.25
21100	0.65	0.25
21200	0.65	0.25
21300	0.65	0.25
21400	0.65	0.25
21500	0.65	0.25
21600	0.65	0.25
21700	0.65	0.25
21800	0.65	0.25
21900	0.65	0.25
22000	0.65	0.3
22100	0.65	0.3
22200	0.65	0.3
22300	0.65	0.3
22400	0.65	0.3
22500	0.65	0.3
22600	0.65	0.35
22700	0.65	0.35
22800	0.65	0.35
22900	0.65	0.35
23000	0.65	0.3
23100	0.65	0.3
23200	0.65	0.3
23300	0.65	0.3
23400	0.65	0.3
23500	0.65	0.3
23600	0.65	0.3
23700	0.65	0.3
23800	0.65	0.3
23900	0.65	0.3
24000	0.65	0.3
24100	0.65	0.3
24200	0.65	0.3
24300	0.65	0.3
24400	0.65	0.3
24500	0.65	0.3
24600	0.6	0.3
24700	0.6	0.3
24800	0.6	0.3
24900	0.6	0.3
25000	0.6	0.35
